nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,id_directors
nm0154716,Stephen Chbosky,1970,\N,"writer,producer,director","tt1659337,tt2771200,tt2543472",nm0154716
nm0160840,Jon M. Chu,1979,\N,"producer,writer,director","tt3110958,tt1702443,tt1023481,tt1583421",nm0160840
nm0163706,Bob Clark,1939,2007,"director,writer,producer","tt0118665,tt0071222,tt0084522,tt0085334",nm0163706
nm0166256,Ron Clements,1953,\N,"writer,director,miscellaneous","tt3521164,tt0103639,tt0119282,tt0780521",nm0166256
nm0166836,Edward F. Cline,1891,1961,"director,actor,writer","tt0012255,tt0011071,tt0011508,tt0011984",nm0166836
nm0169806,Taika Waititi,1975,\N,"producer,writer,actor","tt1560139,tt2584384,tt4698684,tt3416742",nm0169806
nm0171253,Warren Coleman,\N,\N,"actor,writer,director","tt0366548,tt1219342,tt1402488,tt0107930",nm0171253
nm0174374,Bill Condon,1955,\N,"director,writer,producer","tt0299658,tt0443489,tt0362269,tt0120684",nm0174374
nm0175730,David Worth,1940,\N,"cinematographer,director,assistant_director","tt12709774,tt0097659,tt0088380,tt0093260",nm0175730
nm0177896,Bradley Cooper,1975,\N,"actor,producer,soundtrack","tt2179136,tt1045658,tt1517451,tt1800241",nm0177896
nm0178997,Frank Coraci,1966,\N,"director,actor,writer","tt0120484,tt0327437,tt0389860,tt0120888",nm0178997
nm0181741,Don Coscarelli,1954,\N,"writer,director,producer","tt0281686,tt0079714,tt1783732,tt0083630",nm0181741
nm0185848,Eli Craig,1972,\N,"director,actor,writer","tt1465522,tt0186566,tt2937366,tt0144814",nm0185848
nm0190859,Alfonso Cuarón,1961,\N,"writer,producer,director","tt0245574,tt0206634,tt1454468,tt6155172",nm0190859
nm0191717,Jill Culton,\N,\N,"animation_department,art_department,writer","tt0198781,tt0400717,tt6324278,tt0120623",nm0191717
nm0192446,Sean S. Cunningham,1941,\N,"producer,writer,director","tt0758746,tt0329101,tt0211443,tt0080761",nm0192446
nm0193485,Richard Curtis,1956,\N,"writer,producer,director","tt0314331,tt0109831,tt2194499,tt1131729",nm0193485
nm0197855,John Francis Daley,1985,\N,"actor,writer,producer","tt2250912,tt0348333,tt1524930,tt0460627",nm0197855
nm0201509,Eric Darnell,1961,\N,"writer,miscellaneous,director","tt0120587,tt0351283,tt0479952,tt13050556",nm0201509
nm0205542,Tamra Davis,1962,\N,"director,producer,editor","tt0275022,tt0120693,tt0104377,tt0112508",nm0205542
nm0208854,Rolf de Heer,1951,\N,"producer,director,writer","tt0466399,tt3244512,tt0106341,tt0338706",nm0208854
nm0210320,Kirk DeMicco,1969,\N,"writer,director,soundtrack","tt6338498,tt0376105,tt0481499,tt3874544",nm0210320
nm0211823,Steven E. de Souza,1947,\N,"writer,producer,miscellaneous","tt0088944,tt0083511,tt0325703,tt0095016",nm0211823
nm0213450,Dean DeBlois,1970,\N,"writer,animation_department,art_department","tt0275847,tt0892769,tt1646971,tt2386490",nm0213450
nm0214036,Ed Decter,1959,\N,"writer,producer,miscellaneous","tt0306841,tt0241760,tt0405469,tt0129387",nm0214036
nm0215455,Ronnie Del Carmen,1959,\N,"art_department,animation_department,miscellaneous","tt0166813,tt2096673,tt0111970,tt1049413",nm0215455
nm0218621,James DeMonaco,1969,\N,"writer,producer,director","tt2975578,tt4094724,tt2184339,tt6133466",nm0218621
nm0220600,Scott Derrickson,1966,\N,"producer,director,writer","tt1922777,tt2377322,tt1211837,tt7144666",nm0220600
nm0223964,Fernando Di Leo,1932,2003,"writer,director,actor","tt0067429,tt0072010,tt0069818,tt0068902",nm0223964
nm0228262,Mark DiSalle,\N,\N,"producer,actor,writer","tt4824302,tt3082898,tt0092675,tt0097659",nm0228262
nm0228542,Christian Ditter,1977,\N,"director,writer,producer","tt1638002,tt1292566,tt9849210,tt0803100",nm0228542
nm0230032,Pete Docter,1968,\N,"producer,writer,director","tt2096673,tt1049413,tt0910970,tt2948372",nm0230032
nm0230859,Xavier Dolan,1989,\N,"actor,director,writer","tt1600524,tt3612616,tt2427892,tt1424797",nm0230859
nm0231596,Andrew Dominik,1967,\N,"director,writer,camera_department","tt0221073,tt0443680,tt1655389,tt1764234",nm0231596
nm0235719,John Erick Dowdle,1972,\N,"writer,director,producer","tt1082868,tt1781922,tt2870612,tt1314655",nm0235719
nm0236226,Michael Dowse,1973,\N,"director,writer,producer","tt1456635,tt7734218,tt1486834,tt0388139",nm0236226
nm0240797,Dennis Dugan,1946,\N,"actor,director,producer","tt0960144,tt0116483,tt0077070,tt0142342",nm0240797
nm0242757,Sam Dunn,\N,\N,"producer,director,writer","tt1545103,tt4130418,tt0478209,tt3228830",nm0242757
nm0245888,Jesse Dylan,1966,\N,"director,producer,writer","tt0328828,tt0278488,tt0384642",nm0245888
nm0248942,Uli Edel,1947,\N,"director,writer,producer","tt0082176,tt0097714,tt2293522,tt0765432",nm0248942
nm0249291,Joel Edgerton,1974,\N,"actor,writer,producer","tt1343092,tt4178092,tt7008872,tt4669986",nm0249291
nm0249897,Cory Edwards,1968,\N,"writer,actor,director","tt0443536,tt0138359,tt0765446,tt0844993",nm0249897
nm0250410,Todd Edwards,1971,\N,"writer,director,actor","tt1019442,tt0138359,tt13609712,tt0443536",nm0250410
nm0254786,David R. Ellis,1952,2013,"stunts,assistant_director,actor","tt0234215,tt0149261,tt0417148,tt0337921",nm0254786
nm0262595,Bruce A. Evans,1946,\N,"writer,producer,director","tt0092005,tt0780571,tt0104647,tt0088172",nm0262595
nm0263878,Audrey Ewell,\N,\N,"producer,director,editorial_department","tt1014809,tt6752848,tt4282808,tt2201488",nm0263878
nm0266777,Stefen Fangmeier,1960,\N,"visual_effects,director,producer","tt0177971,tt0449010,tt5315064,tt0107290",nm0266777
nm0267287,Coralie Fargeat,\N,\N,"director,writer,assistant_director","tt4268262,tt6738136,tt17526714,tt0396909",nm0267287
nm0269463,Jon Favreau,1966,\N,"producer,actor,director","tt0117802,tt0371746,tt2883512,tt4154796",nm0269463
nm0269502,John Fawcett,1968,\N,"director,producer,writer","tt0411267,tt0210070,tt0118763,tt2234222",nm0269502
nm0275244,Larry Fessenden,1963,\N,"actor,producer,director","tt0275067,tt0113241,tt1464580,tt1172994",nm0275244
nm0276169,Tom Holland,1943,\N,"actor,writer,director","tt0086154,tt0089175,tt0094862,tt0117894",nm0276169
nm0277342,Michael Fimognari,\N,\N,"cinematographer,producer,director","tt13444912,tt10676012,tt5606664,tt6763664",nm0277342
nm0281508,Ruben Fleischer,1974,\N,"producer,director,writer","tt1321870,tt1464335,tt1156398,tt1270797",nm0281508
nm0281808,Victor Fleming,1889,1949,"director,cinematographer,producer","tt0030848,tt0032138,tt0031381,tt0035959",nm0281808
nm0291205,David Frankel,1959,\N,"producer,director,writer","tt0185906,tt0096566,tt1196956,tt0458352",nm0291205
nm0292735,Fab 5 Freddy,1959,\N,"actor,director,producer","tt0084904,tt0102526,tt0368008,tt1365050",nm0292735
nm0294379,Juan Carlos Fresnadillo,1967,\N,"producer,director,writer","tt0116233,tt0463854,tt0220580,tt1634121",nm0294379
nm0294457,Thor Freudenthal,1972,\N,"director,writer,producer","tt1854564,tt0440979,tt1196141,tt3848206",nm0294457
nm0297935,Kinji Fukasaku,1930,2003,"director,writer,actor","tt0109430,tt0082601,tt0080768,tt0266308",nm0297935
nm0298807,Antoine Fuqua,1965,\N,"director,producer,actor","tt2404435,tt1798684,tt0139654,tt0455944",nm0298807
nm0299134,Jorge Furtado,1959,\N,"writer,director,miscellaneous","tt0322629,tt7216954,tt0367859,tt0416979",nm0299134
nm0299173,Kazuhiro Furuhashi,\N,\N,"director,art_department,animation_department","tt13706018,tt1587790,tt7058854,tt7343832",nm0299173
nm0307497,Alex Garland,1970,\N,"writer,producer,director","tt0470752,tt13841850,tt0289043,tt2798920",nm0307497
nm0315041,Ricky Gervais,1961,\N,"writer,producer,actor","tt0445114,tt1058017,tt0995039,tt0290978",nm0315041
nm0315065,Sacha Gervasi,1966,\N,"writer,director,producer","tt1311076,tt0975645,tt0362227,tt1157605",nm0315065
nm0319659,Dan Gilroy,1959,\N,"writer,director,producer","tt7043012,tt2872718,tt3731562,tt6000478",nm0319659
nm0322242,Jonathan Glazer,1965,\N,"director,writer,producer","tt0337876,tt1441395,tt0203119",nm0322242
nm0324875,Menahem Golan,1929,2014,"producer,writer,director","tt0089489,tt0090859,tt0093692,tt0080380",nm0324875
nm0326246,Jonathan Goldstein,1969,\N,"producer,writer,miscellaneous","tt1499658,tt2906216,tt2704998,tt2250912",nm0326246
nm0327273,Michel Gondry,1963,\N,"director,writer,producer","tt0799934,tt0338013,tt1618445,tt0354899",nm0327273
nm0327944,Alejandro G. Iñárritu,1963,\N,"producer,director,writer","tt2562232,tt1663202,tt1164999,tt0449467",nm0327944
nm0331532,Raja Gosnell,1958,\N,"editor,director,editorial_department","tt0331632,tt0267913,tt0151738,tt0208003",nm0331532
nm0336620,F. Gary Gray,1969,\N,"director,actor,producer","tt0317740,tt0117603,tt0113118,tt0120768",nm0336620
nm0337773,David Gordon Green,1975,\N,"producer,director,writer","tt2195548,tt1502407,tt0262432,tt10665338",nm0337773
nm0340436,Kevin Greutert,1965,\N,"editor,editorial_department,director","tt0482606,tt2300975,tt8508734,tt1233227",nm0340436
nm0344259,J. Mackye Gruber,\N,\N,"writer,producer,director","tt0156374,tt0289879,tt3520666,tt0756509",nm0344259
nm0345174,Luca Guadagnino,1971,\N,"director,producer,writer","tt1226236,tt2056771,tt1034415,tt5726616",nm0345174
nm0348181,James Gunn,1966,\N,"writer,producer,director","tt0439815,tt1333125,tt3896198,tt2015381",nm0348181
nm0349785,Alice Guy,1873,1968,"director,producer,writer","tt0005790,tt0003365,tt0003676,tt0004833",nm0349785
nm0352524,David Hackl,\N,\N,"production_designer,director,producer","tt1132626,tt7615052,tt1694021,tt3727202",nm0352524
nm0353673,Paul Haggis,1953,\N,"writer,producer,miscellaneous","tt0405159,tt0108756,tt0375679,tt0478134",nm0353673
nm0354691,John Halas,1912,1995,"producer,director,writer","tt0793564,tt0047834,tt0056841,tt0082509",nm0354691
nm0359387,John Lee Hancock,1956,\N,"writer,director,producer","tt0878804,tt10016180,tt1860242,tt2140373",nm0359387
nm0359734,Michael Haneke,1942,\N,"director,writer,actor","tt1602620,tt0119167,tt1149362,tt0387898",nm0359734
nm0362566,Catherine Hardwicke,1955,\N,"director,production_designer,producer","tt0355702,tt1099212,tt5941692,tt0328538",nm0362566
nm0366004,Mary Harron,1953,\N,"director,producer,writer","tt0404802,tt1034007,tt0144084,tt0116594",nm0366004
nm0371755,Jimmy Hayward,\N,\N,"animation_department,actor,director","tt0451079,tt0358082,tt1075747,tt1621039",nm0371755
nm0379179,Mark Herman,1954,\N,"writer,director,producer","tt0914798,tt0147004,tt0115744,tt0246875",nm0379179
nm0381230,Michael Herz,1949,\N,"producer,miscellaneous,director","tt0090190,tt0117609,tt0096310,tt0098503",nm0381230
nm0384722,Tim Hill,1958,\N,"writer,producer,director","tt0345950,tt0101235,tt0952640,tt0206512",nm0384722
nm0384864,Stephen Hillenburg,1961,2018,"writer,producer,animation_department","tt0206512,tt0345950,tt5774060,tt0106115",nm0384864
nm0385349,Robert Hiltzik,1957,\N,"writer,producer,director","tt0382943,tt3581618,tt0096118,tt0086320",nm0385349
nm0386570,Oliver Hirschbiegel,1957,\N,"director,actor,writer","tt0427392,tt1238291,tt0363163,tt0250258",nm0386570
nm0386706,Leon Hirszman,1938,1987,"director,writer,producer","tt0185714,tt0322723,tt0082317,tt0061697",nm0386706
nm0387706,Gregory Hoblit,1944,\N,"producer,director,actor","tt0081873,tt0106079,tt0117381,tt0186151",nm0387706
nm0394280,Stephen Hopkins,1958,\N,"producer,director,miscellaneous","tt0352520,tt0120738,tt0100403,tt0097981",nm0394280
nm0394776,Sherry Hormann,1960,\N,"director,writer,assistant_director","tt1054580,tt0102284,tt9248340,tt0375911",nm0394776
nm0396884,Robert Houston,1955,\N,"director,writer,actor","tt0078723,tt0077681,tt0081506,tt0353737",nm0396884
nm0397174,Byron Howard,1968,\N,"animation_department,director,producer","tt0398286,tt2953050,tt2948356,tt0397892",nm0397174
nm0398555,Ágnes Hranitzky,1945,\N,"editor,editorial_department,miscellaneous","tt0249241,tt1316540,tt0415127,tt0425624",nm0398555
nm0400436,Albert Hughes,1972,\N,"producer,director,writer","tt0107554,tt4244998,tt0120681,tt1037705",nm0400436
nm0400441,Allen Hughes,1972,\N,"producer,director,writer","tt1037705,tt0112819,tt0107554,tt0120681",nm0400441
nm0401203,Raman Hui,1963,\N,"animation_department,director,art_department","tt0298148,tt0413267,tt0126029,tt3781476",nm0401203
nm0416036,Juraj Jakubisko,1938,\N,"director,writer,cinematographer","tt0061884,tt0119771,tt0089800,tt0469640",nm0416036
nm0421314,Anders Thomas Jensen,1972,\N,"writer,script_department,director","tt11655202,tt0418455,tt1340107,tt3877674",nm0421314
nm0421776,Vicky Jenson,\N,\N,"art_department,animation_department,director","tt0307453,tt1142433,tt0126029",nm0421776
nm0422605,Zhangke Jia,1970,\N,"producer,director,writer","tt7298400,tt0859765,tt2852400,tt3740778",nm0422605
nm0423524,Alejandro Jodorowsky,1929,\N,"writer,director,actor","tt2301592,tt0098253,tt0071615,tt0067866",nm0423524
nm0425364,Jesse V. Johnson,1971,\N,"stunts,director,writer","tt8836988,tt10933680,tt15141632,tt14686544",nm0425364
nm0425756,Mark Steven Johnson,1964,\N,"writer,director,producer","tt11100856,tt15463032,tt4575576,tt0107050",nm0425756
nm0426059,Rian Johnson,1973,\N,"director,writer,producer","tt2527336,tt0393109,tt8946378,tt1276104",nm0426059
nm0426287,Susan Johnson,1970,\N,"producer,director,miscellaneous","tt0377091,tt4587780,tt3846674,tt2989524",nm0426287
nm0426333,Tim Johnson,\N,\N,"director,producer,miscellaneous","tt0892769,tt0120587,tt2224026,tt0327084",nm0426333
nm0429964,Gregor Jordan,1966,\N,"director,actor,writer","tt0252299,tt0277941,tt0143914,tt0145547",nm0429964
nm0431918,Mike Judge,1962,\N,"writer,producer,actor","tt0118375,tt0105950,tt0151804,tt0115641",nm0431918
nm0432627,Gil Junger,1954,\N,"producer,director,miscellaneous","tt0147800,tt0265087,tt0108761,tt5929654",nm0432627
nm0436780,Makoto Kamiya,\N,\N,"miscellaneous,visual_effects,director","tt0267287,tt1174954,tt1525835,tt3775202",nm0436780
nm0440913,Mathieu Kassovitz,1967,\N,"actor,director,producer","tt0113247,tt0119116,tt0211915,tt0228786",nm0440913
nm0442100,Boris Kaufman,1906,1980,"cinematographer,camera_department,director","tt0024844,tt0047296,tt0048973,tt0050083",nm0442100
nm0442207,Lloyd Kaufman,1945,\N,"actor,producer,director","tt3039472,tt0096310,tt0090190,tt7290030",nm0442207
nm0443411,Tony Kaye,1952,\N,"director,cinematographer,producer","tt0120586,tt1683526,tt3258298,tt0841119",nm0443411
nm0446819,Richard Kelly,1975,\N,"writer,producer,director","tt0246578,tt0405336,tt0421054,tt0362478",nm0446819
nm0449984,Irvin Kershner,1923,2010,"director,cinematographer,actor","tt0100502,tt0086006,tt0080684,tt0110725",nm0449984
nm0451076,Franck Khalfoun,\N,\N,"director,actor,writer","tt0804516,tt6341832,tt2103217,tt0464154",nm0451076
nm0452102,Abbas Kiarostami,1940,2016,"writer,director,editor","tt1020773,tt0111845,tt0209463,tt0120265",nm0452102
nm0452319,Beeban Kidron,1961,\N,"director,producer,writer","tt0098032,tt0317198,tt0114682,tt3101474",nm0452319
nm0453518,Jee-woon Kim,1964,\N,"director,writer,producer","tt0901487,tt0365376,tt1588170,tt0456912",nm0453518
nm0454790,Jack King,1895,1958,"director,animation_department,miscellaneous","tt0029257,tt0046593,tt0055382,tt0372871",nm0454790
nm0459552,Elem Klimov,1933,2003,"director,actor,writer","tt0081991,tt0091251,tt0058022,tt0155028",nm0459552
nm0462030,Masaki Kobayashi,1916,1996,"director,writer,assistant_director","tt0061847,tt0053114,tt0055233,tt0056058",nm0462030
nm0466153,Hirokazu Koreeda,1962,\N,"director,writer,editor","tt0408664,tt1087578,tt8075192,tt2331143",nm0466153
nm0467646,Ted Kotcheff,1931,\N,"producer,director,actor","tt0083944,tt0071155,tt0067541,tt0098627",nm0467646
nm0467666,Marek Koterski,1942,\N,"director,writer,actor","tt0330243,tt0794399,tt0094393,tt7343732",nm0467666
nm0474955,Roger Kumble,1966,\N,"director,producer,writer","tt10362466,tt0433400,tt0139134,tt0253867",nm0474955
nm0476201,Karyn Kusama,1968,\N,"director,producer,writer","tt0210075,tt7137380,tt2400463,tt11041332",nm0476201
nm0476900,Fran Rubel Kuzui,\N,\N,"producer,director,writer","tt0103893,tt0162065,tt0096281,tt0124819",nm0476900
nm0477035,Corey Yuen,1951,\N,"actor,stunts,director","tt0094374,tt0425637,tt0106936,tt0293662",nm0477035
nm0481418,Richard LaGravenese,1959,\N,"writer,producer,director","tt0401711,tt0463998,tt1559547,tt1291580",nm0481418
nm0482537,René Laloux,1929,2004,"writer,director,actor","tt0070544,tt0084315,tt0309566,tt0095525",nm0482537
nm0482670,Ngai Choi Lam,\N,\N,"cinematographer,director,miscellaneous","tt0092705,tt0102293,tt0105796,tt0085163",nm0482670
nm0484907,Christopher Landon,1975,\N,"writer,producer,director","tt1727776,tt10919380,tt8155288,tt2473682",nm0484907
nm0487166,Yorgos Lanthimos,1973,\N,"director,writer,producer","tt5083738,tt5715874,tt3464902,tt1379182",nm0487166
nm0490133,Stan Lathan,1945,\N,"director,producer,writer","tt10810424,tt2354049,tt0171219,tt2608368",nm0490133
nm0490487,Andrew Lau,1960,\N,"cinematographer,director,producer","tt0834902,tt0338564,tt10218664,tt0369060",nm0490487
nm0498555,Tony Leech,1968,\N,"writer,editor,director","tt0443536,tt7236054,tt0765446,tt4601504",nm0498555
nm0499724,Michael Lehmann,1957,\N,"director,producer,miscellaneous","tt0102070,tt0243736,tt1844624,tt0097493",nm0499724
nm0500444,Danny Leiner,1961,2018,"director,producer,writer","tt0116841,tt0242423,tt0366551,tt0402230",nm0500444
nm0500610,David Leitch,\N,\N,"stunts,producer,actor","tt2406566,tt6806448,tt5463162,tt2911666",nm0500610
nm0501185,Michael Lembeck,1948,\N,"director,actor,soundtrack","tt0808510,tt0074014,tt0108778,tt0079336",nm0501185
nm0502954,John R. Leonetti,1956,\N,"cinematographer,camera_department,director","tt1457767,tt3322940,tt2226417,tt0119707",nm0502954
nm0503777,Mervyn LeRoy,1900,1987,"director,producer,actor","tt0056048,tt0048380,tt0043949,tt0032138",nm0503777
nm0504642,Louis Leterrier,1973,\N,"director,producer,actor","tt0800080,tt0800320,tt0342258,tt1670345",nm0504642
nm0506613,Shawn Levy,1968,\N,"producer,director,actor","tt1714206,tt2463208,tt2543164,tt6264654",nm0506613
nm0506977,Bradford Lewis,\N,\N,"visual_effects,producer,actor","tt0120201,tt0382932,tt2386490,tt0181689",nm0506977
nm0509448,Jonathan Liebesman,1976,\N,"director,producer,writer","tt1217613,tt0259323,tt0282209,tt1291150",nm0509448
nm0510731,Doug Liman,1965,\N,"producer,director,miscellaneous","tt0117802,tt0977855,tt0139239,tt1631867",nm0510731
nm0510912,Justin Lin,1971,\N,"producer,director,writer","tt2660888,tt5433138,tt1905041,tt0280477",nm0510912
nm0515005,Sam Liu,\N,\N,"art_department,director,producer","tt4853102,tt0398417,tt2329077,tt7167630",nm0515005
nm0515891,Luis Llosa,1951,\N,"producer,writer,director","tt0108171,tt0111255,tt0118615,tt0094918",nm0515891
nm0516360,Ken Loach,1936,\N,"director,writer,producer","tt5168192,tt1924394,tt0460989,tt0064541",nm0516360
nm0518836,Kenneth Lonergan,1962,\N,"writer,actor,director","tt0217505,tt4034228,tt0466893,tt0203230",nm0518836
nm0519594,Andrew Loo,\N,\N,"production_manager,producer,miscellaneous","tt10218664,tt1396523,tt1541995,tt0473356",nm0519594
nm0520283,Konstantin Lopushanskiy,1947,\N,"director,writer,script_department","tt0091759,tt0439581,tt0173024,tt2972828",nm0520283
nm0520485,Peter Lord,1953,\N,"producer,animation_department,director","tt0424095,tt0312004,tt0435939,tt0120630",nm0520485
nm0520488,Phil Lord,1975,\N,"producer,writer,director","tt3513498,tt0305011,tt1490017,tt4633694",nm0520488
nm0522393,Nick Love,1969,\N,"writer,producer,director","tt0385705,tt8038720,tt1470827,tt0857190",nm0522393
nm0525659,Robert Luketic,1973,\N,"director,producer,writer","tt1103153,tt1142988,tt0369735,tt0250494",nm0525659
nm0525910,Louis Lumière,1864,1948,"producer,director,cinematographer","tt6231346,tt2461054,tt0000014,tt1167665",nm0525910
nm0526199,Kátia Lund,1966,\N,"director,writer,assistant_director","tt10445014,tt0118615,tt0296108,tt0317248",nm0526199
nm0527261,Patrick Lussier,\N,\N,"editor,editorial_department,director","tt0219653,tt1179891,tt1340138,tt1502404",nm0527261
nm0528381,Liam Lynch,1970,\N,"director,soundtrack,music_department","tt0332379,tt0305011,tt0189308,tt0365830",nm0528381
nm0532235,Seth MacFarlane,1973,\N,"writer,producer,music_department","tt2557490,tt0182576,tt0397306,tt1637725",nm0532235
nm0533284,David Mackenzie,1966,\N,"director,writer,producer","tt0466816,tt1439572,tt2567712,tt2582782",nm0533284
nm0536632,Sharon Maguire,1960,\N,"director,producer,writer","tt1896747,tt0243155,tt1473832,tt0984200",nm0536632
nm0541635,David Mandel,1971,\N,"writer,producer,director","tt0098904,tt0312528,tt0264235,tt1759761",nm0541635
nm0549658,Richard Marquand,1937,1987,"director,producer,writer","tt0089360,tt0086190,tt1043199,tt0107711",nm0549658
nm0551076,Neil Marshall,1970,\N,"producer,director,writer","tt0280609,tt0435625,tt0483607,tt9182964",nm0551076
nm0553942,Steve Martino,1959,\N,"director,miscellaneous,art_department","tt0358082,tt2452042,tt5814534,tt0451079",nm0553942
nm0554890,Juan Martínez Moreno,\N,\N,"writer,assistant_director,director","tt1282257,tt1650555,tt2926810,tt0380323",nm0554890
nm0559564,Toshio Matsumoto,1932,2017,"director,writer,editor","tt0064068,tt0228477,tt0165473,tt0223154",nm0559564
nm0560277,Erik Matti,1970,\N,"writer,director,producer","tt4498800,tt2717558,tt20467864,tt5938084",nm0560277
nm0562266,John Maybury,1958,\N,"director,writer,editor","tt0366627,tt0119577,tt0110967",nm0562266
nm0563301,Craig Mazin,1971,\N,"writer,producer,soundtrack","tt2024432,tt2381991,tt7366338,tt1411697",nm0563301
nm0565336,Tom McCarthy,1966,\N,"actor,producer,writer","tt0340377,tt1895587,tt0857191,tt1606392",nm0565336
nm0567620,John Michael McDonagh,1967,\N,"writer,director,producer","tt3708886,tt2234003,tt1540133",nm0567620
nm0569891,Tom McGrath,1964,\N,"writer,actor,animation_department","tt1277953,tt0479952,tt0351283,tt1911658",nm0569891
nm0570912,Adam McKay,1968,\N,"producer,writer,director","tt6266538,tt1596363,tt1386588,tt11286314",nm0570912
nm0573732,Sean McNamara,1962,\N,"producer,director,writer","tt0206511,tt1596346,tt2828884,tt3233418",nm0573732
nm0573796,John McNaughton,1950,\N,"director,writer,producer","tt0099763,tt0101502,tt0107473,tt0120890",nm0573796
nm0574625,James McTeigue,\N,\N,"director,assistant_director,producer","tt1186367,tt3247714,tt1486192,tt0434409",nm0574625
nm0576298,Olivier Megaton,1965,\N,"director,writer,assistant_director","tt1657507,tt0178655,tt1129442,tt2446042",nm0576298
nm0576987,Fernando Meirelles,1955,\N,"director,producer,writer","tt0387131,tt0861689,tt0317248,tt8404614",nm0576987
nm0580669,James Merendino,1969,\N,"writer,director,producer","tt2836166,tt0238321,tt0276773,tt0133189",nm0580669
nm0583600,Nancy Meyers,1949,\N,"writer,producer,director","tt0457939,tt0337741,tt0081375,tt1230414",nm0583600
nm0584297,Bret Michaels,1963,\N,"soundtrack,producer,actor","tt0119521,tt1336608,tt0390022,tt0356910",nm0584297
nm0586281,Takashi Miike,1960,\N,"director,actor,producer","tt1436045,tt0296042,tt0361668,tt0235198",nm0586281
nm0588087,Christopher Miller,1975,\N,"producer,writer,director","tt12614214,tt0305011,tt4633694,tt1490017",nm0588087
nm0588340,Frank Miller,1957,\N,"writer,producer,actor","tt0401792,tt0831887,tt0458481,tt0416449",nm0588340
nm0591450,Rob Minkoff,1962,\N,"producer,director,animation_department","tt0110357,tt0243585,tt0865556,tt0338094",nm0591450
nm0591994,Lexi Alexander,1974,\N,"director,writer,producer","tt0450314,tt0329245,tt19865716,tt0385002",nm0591994
nm0593014,Kenji Misumi,1921,1975,"director,assistant_director,writer","tt0123129,tt0056714,tt0059942,tt0081506",nm0593014
