imdb_id,tconst,directors,writers
tt0120663,tt0120663,nm0000040,"nm0000040,nm0710698,nm0774217"
tt2224026,tt2224026,nm0426333,"nm0040022,nm0256079,nm5199482"
tt1798709,tt1798709,nm0005069,nm0005069
tt8367814,tt8367814,nm0005363,"nm0005363,nm6842463,nm3044095,nm2580983"
tt11083552,tt11083552,nm0005363,"nm0099398,nm0078704,nm0005363,nm6842463,nm3044095"
tt0414852,tt0414852,nm0603628,"nm0000108,nm1098947"
tt1517451,tt1517451,nm0177896,"nm0744839,nm0177896,nm3391497,nm0366454,nm0242869,nm0225820,nm0682757,nm0920074,nm0308604"
tt0278488,tt0278488,nm0245888,nm0008935
tt1421373,tt1421373,nm0127373,nm0127373
tt2112999,tt2112999,nm0127373,nm0127373
tt1981677,tt1981677,nm0601337,"nm0134224,nm3015467"
tt7069210,tt7069210,nm1980431,"nm0424901,nm1490123,nm0370937,nm0370928"
tt0112471,tt0112471,nm0000500,"nm0000500,nm0471811"
tt0235198,tt0235198,nm0586281,"nm0613487,nm0854976"
tt0381681,tt0381681,nm0000500,"nm0000500,nm0000365,nm0000160,nm0471811"
tt0119488,tt0119488,nm0000436,"nm0255278,nm0001338,nm0000436"
tt0111149,tt0111149,nm0000965,nm0388076
tt0375912,tt0375912,nm0891216,nm1129753
tt0119174,tt0119174,nm0000399,"nm0104335,nm0274905"
tt2798920,tt2798920,nm0307497,"nm0307497,nm4554159"
tt0478209,tt0478209,"nm0242757,nm1737383,nm1083864","nm0242757,nm1083864,nm1737383"
tt1014809,tt1014809,"nm2629172,nm0263878",\N
tt7954282,tt7954282,nm2985800,\N
tt0414982,tt0414982,nm0939128,"nm0604688,nm0939128,nm0714695"
tt0251127,tt0251127,nm0677953,"nm0018630,nm0519009,nm0118649,nm0716391,nm0824882"
tt6566576,tt6566576,nm4074404,"nm0830419,nm3189831,nm5177682,nm4074404"
tt0263757,tt0263757,nm0945026,"nm0196932,nm0644806,nm0203183,nm0414324"
tt8332922,tt8332922,nm1024677,"nm1024677,nm1456816,nm1399714"
tt12801262,tt12801262,nm1154836,"nm1154836,nm5428959,nm1776787,nm0428873,nm0528724,nm6590106"
tt14544192,tt14544192,nm3102998,nm3102998
tt5503686,tt5503686,nm1032521,"nm1032521,nm5658722"
tt9701940,tt9701940,nm4074404,"nm5599654,nm4074404,nm5177682,nm0830419"
tt9701942,tt9701942,nm4074404,"nm5177682,nm4074404,nm4418668,nm0830419"
tt0250494,tt0250494,nm0525659,"nm0113005,nm0527581,nm0809006"
tt1278449,tt1278449,"nm0800800,nm0632312","nm0800800,nm0632312,nm2622280"
tt0015648,tt0015648,nm0001178,"nm0012810,nm0001178,nm0017893,nm0038595,nm0872308"
tt0093342,tt0093342,nm0452102,nm0452102
tt0061473,tt0061473,nm0000419,nm0000419
tt0289879,tt0289879,"nm0107774,nm0344259","nm0344259,nm0107774"
tt0113247,tt0113247,nm0440913,nm0440913
tt0056663,tt0056663,nm0000419,"nm0755338,nm0000419"
tt0104684,tt0104684,nm0000247,"nm0000247,nm0938944,nm0150906"
tt7476810,tt7476810,nm4014166,nm4014166
tt0034583,tt0034583,nm0002031,"nm0258493,nm0258525,nm0462321,nm0122417,nm0019706,nm0732452"
tt0305206,tt0305206,"nm0075849,nm0700301","nm0670688,nm1202074,nm0075849,nm0700301"
tt2409302,tt2409302,nm0814469,nm0814469
tt1743724,tt1743724,nm0814469,"nm2679146,nm0814469"
tt1632547,tt1632547,nm0814469,"nm0814469,nm3417506"
tt0249172,tt0249172,nm0760508,"nm0829044,nm0002973"
tt0102511,tt0102511,nm0000343,"nm0123221,nm0000343"
tt0088680,tt0088680,nm0000217,nm0591387
tt0060675,tt0060675,nm0000419,"nm0000419,nm0326173,nm0560943"
tt0280707,tt0280707,nm0000265,"nm0271501,nm0000265,nm0000837"
tt0109424,tt0109424,nm0939182,nm0939182
tt2209418,tt2209418,nm0000500,"nm0000500,nm0000365,nm0000160,nm0471811"
tt11317142,tt11317142,nm7681231,nm7681231
tt0254686,tt0254686,nm0359734,"nm0359734,nm0420548"
tt0057358,tt0057358,nm0000005,nm0000005
tt0093593,tt0093593,nm0958558,"nm0958558,nm0958559"
tt6334354,tt6334354,nm0348181,nm0348181
tt0387898,tt0387898,nm0359734,nm0359734
tt0808279,tt0808279,nm0359734,nm0359734
tt0077928,tt0077928,nm0000570,"nm0000231,nm0370907,nm0388772"
tt7347846,tt7347846,"nm3868633,nm1072411","nm1230585,nm1072411,nm3868633"
tt0097493,tt0097493,nm0499724,nm0914058
tt1486834,tt1486834,nm0236226,"nm0997459,nm5182094,nm3867315"
tt1974419,tt1974419,nm0716347,"nm0716347,nm6890017,nm6031291"
tt0317198,tt0317198,nm0452319,"nm0276144,nm0203577,nm0193485,nm0111845"
tt0251654,tt0251654,nm0490133,nm0152638
tt10676012,tt10676012,nm0277342,"nm2692519,nm6614229,nm4915003"
tt9356952,tt9356952,nm3215397,nm6067982
tt8836988,tt8836988,nm0425364,"nm7217662,nm0425364"
tt1116184,tt1116184,nm0871860,"nm0871860,nm0424216,nm0546640,nm0828177,nm0690686,nm0242756,nm0010338,nm1035634,nm0569199,nm0257424,nm0005069,nm0519671,nm2045682,nm3052256,nm1328615,nm1331666,nm4122527,nm1029878,nm0292712,nm1017027,nm1079524,nm1029269,nm2207459,nm1030622"
tt0120737,tt0120737,nm0001392,"nm0866058,nm0909638,nm0101991,nm0001392"
tt1232207,tt1232207,nm0601619,nm0601619
tt1249171,tt1249171,"nm0242757,nm1083864","nm0242757,nm1083864"
tt1323594,tt1323594,"nm1853544,nm0719208","nm0666791,nm0202425,nm0655053"
tt1792588,tt1792588,nm0926911,\N
tt1700841,tt1700841,"nm0862911,nm0970447","nm3773434,nm3782043,nm0736622,nm1698571,nm1706767"
tt1942884,tt1942884,"nm1515795,nm2499666",\N
tt1979319,tt1979319,nm3311094,"nm0914941,nm2789483,nm3311094"
tt0267913,tt0267913,nm0331532,"nm0348181,nm0864471,nm0360253,nm0053484"
tt0280653,tt0280653,nm0002020,"nm0002020,nm0344467,nm0387827"
tt2660332,tt2660332,nm0875659,nm0875659
tt3097204,tt3097204,"nm1720648,nm0606597","nm1720648,nm0606597"
tt3316948,tt3316948,nm1294036,nm0484840
tt3235888,tt3235888,nm1379002,nm1379002
tt3416742,tt3416742,"nm0169806,nm1318596","nm1318596,nm0169806"
tt3521164,tt3521164,"nm0615780,nm0930261,nm2320658,nm0166256","nm1158544,nm0166256,nm0615780,nm0930261,nm2320658,nm0962596,nm3764118,nm3764493"
tt0419434,tt0419434,nm0705127,nm1684369
tt0441773,tt0441773,"nm0651706,nm0828970","nm0008743,nm0074184,nm0717550,nm0903456,nm1938852"
tt4669296,tt4669296,nm0959774,"nm0536370,nm0959774,nm3116483,nm7520458"
tt4530422,tt4530422,nm1170339,"nm0712753,nm1872664"
tt5848272,tt5848272,"nm1601882,nm0601781","nm1601882,nm0962596,nm0601781,nm0714114,nm2888684"
tt0062711,tt0062711,nm0671862,"nm0286121,nm0816143,nm0671862,nm0115892,nm0094558,nm0939618,nm0214659,nm0309633,nm0341458"
tt7131622,tt7131622,nm0000233,nm0000233
tt0076759,tt0076759,nm0000184,nm0000184
tt0762125,tt0762125,"nm3360961,nm3371961,nm3483756","nm0830294,nm3371961,nm3360961,nm3483756,nm2171590"
tt0808510,tt0808510,nm0501185,"nm0304665,nm0541632,nm0827985,nm0893262,nm0802020,nm0682063"
tt0094357,tt0094357,nm0000247,"nm0150916,nm0505000,nm0007139,nm0000247"
tt9495224,tt9495224,nm1720541,nm0111765
tt1661199,tt1661199,nm0000110,"nm0919363,nm0674518"
tt0356470,tt0356470,nm0743093,nm1354901
tt3811906,tt3811906,nm1490123,"nm1490123,nm2445328,nm4868455"
tt0071877,tt0071877,nm0001486,"nm0214989,nm0002005,nm0787289"
tt4178092,tt4178092,nm0249291,nm0249291
tt6264654,tt6264654,nm0506613,"nm1073238,nm0672015"
tt2704998,tt2704998,"nm0326246,nm0197855",nm0991423
tt5168192,tt5168192,nm0516360,nm0491956
tt0062352,tt0062352,nm0733790,nm0733790
tt8150814,tt8150814,nm2674307,"nm9703734,nm2849655"
tt0814335,tt0814335,nm1879589,"nm0136592,nm0922799,nm0498839,nm0307257"
tt0425458,tt0425458,nm1732981,nm1732981
tt5109784,tt5109784,nm0004716,nm0004716
tt0458352,tt0458352,nm0291205,"nm0112459,nm1916979"
tt0056058,tt0056058,nm0462030,"nm0847668,nm0368074"
tt10050782,tt10050782,nm0292735,\N
tt1160419,tt1160419,nm0898288,"nm3123612,nm0898288,nm0744839,nm0378541"
tt0094862,tt0094862,nm0276169,"nm0238841,nm0480843,nm0276169"
tt2101441,tt2101441,nm0005101,nm0005101
tt0101272,tt0101272,nm0001756,"nm0011623,nm0003031,nm0933733"
tt0082495,tt0082495,nm0742819,"nm0000118,nm0384185"
tt0107653,tt0107653,nm0005139,nm0005139
tt0357413,tt0357413,nm0570912,"nm0002071,nm0570912"
tt1255953,tt1255953,nm0898288,"nm0898288,nm1416431,nm4034068"
tt2870612,tt2870612,nm0235719,"nm0235719,nm1803105"
tt4443658,tt4443658,nm2577199,"nm4362639,nm2577199"
tt10944760,tt10944760,nm4469445,"nm4469445,nm0015149,nm5320419,nm1770774"
tt15763012,tt15763012,nm9698697,nm5595151
tt2382320,tt2382320,nm1560977,"nm0701031,nm0905498,nm1560977,nm3564817"
tt2170439,tt2170439,nm1890845,"nm1890845,nm1898234,nm0326246,nm0197855,nm0002864"
tt9639470,tt9639470,nm0942367,"nm0942367,nm4880670"
tt0113118,tt0113118,nm0336620,"nm0001084,nm0690770"
tt0067429,tt0067429,nm0223964,"nm0769391,nm0223964"
tt0765432,tt0765432,nm0248942,"nm0251536,nm0248942,nm0042266"
tt0139134,tt0139134,nm0474955,"nm0480166,nm0474955"
tt0947802,tt0947802,nm0001438,"nm0521739,nm0466122"
tt6738136,tt6738136,nm0267287,nm0267287
tt1638355,tt1638355,nm0005363,"nm0005363,nm0927880,nm0458566,nm0933276,nm0738222"
tt0210070,tt0210070,nm0269502,"nm0910550,nm0269502"
tt2250912,tt2250912,nm1218281,"nm0326246,nm0197855,nm1218281,nm1755986,nm0571344,nm1273099,nm0498278,nm0228492,nm0800209,nm0456158"
tt6320628,tt6320628,nm1218281,"nm0571344,nm1273099,nm0498278,nm0228492"
tt0088286,tt0088286,"nm0001878,nm0000720,nm0958387","nm0000720,nm0001878,nm0958387,nm0121789"
tt10872600,tt10872600,nm1218281,"nm0571344,nm1273099,nm0498278,nm0228492"
tt8579674,tt8579674,nm0005222,"nm0005222,nm4880670"
tt0117715,tt0117715,nm0840905,nm0840905
tt0082783,tt0082783,nm0001501,"nm0001728,nm0339737"
tt2852400,tt2852400,nm0422605,nm0422605
tt1540133,tt1540133,nm0567620,nm0567620
tt0373469,tt0373469,nm0000948,"nm0356539,nm0000948"
tt8191502,tt8191502,nm5396854,nm5396854
tt0290673,tt0290673,nm0637615,nm0637615
tt0157016,tt0157016,nm0637615,nm0637615
tt0043014,tt0043014,nm0000697,"nm0102818,nm0000697,nm0551261"
tt0159097,tt0159097,nm0001068,"nm0262325,nm0001068"
tt8258074,tt8258074,nm0777498,nm0598531
tt3824458,tt3824458,nm0048918,"nm0048918,nm2022341"
tt0077711,tt0077711,nm0000005,nm0000005
tt0095675,tt0095675,nm0000264,"nm0000264,nm0168413"
tt0053604,tt0053604,nm0000697,"nm0000697,nm0224634"
tt16077670,tt16077670,nm0939182,nm0939182
tt10160896,tt10160896,"nm5577948,nm9921365,nm1557577","nm1557577,nm9921365,nm0044344"
tt3462180,tt3462180,nm1381769,nm1381769
tt0097564,tt0097564,nm0299134,"nm0299134,nm0576974"
tt0209172,tt0209172,nm0006445,\N
tt0271383,tt0271383,nm0037136,"nm0037136,nm0266045,nm0266049,nm0836874"
tt0271383,tt0271383,nm0037136,"nm0037136,nm0266045,nm0266049,nm0836874"
tt0056119,tt0056119,nm0003408,nm0003408
tt0091759,tt0091759,nm0520283,"nm0520283,nm0752951,nm0835298"
tt0065043,tt0065043,nm0953130,"nm0953130,nm0954072"
tt0120669,tt0120669,nm0000416,"nm0860219,nm0000416,nm0342617,nm0204000,nm0007182"
tt0044741,tt0044741,nm0000041,"nm0000041,nm0368074,nm0644823"
tt0423866,tt0423866,nm1104118,nm1104118
tt2287665,tt2287665,nm2105129,"nm4937639,nm2105129"
tt7799912,tt7799912,nm1847711,"nm9858362,nm2808900"
tt14957270,tt14957270,nm0798899,"nm2463299,nm3165087,nm0295791,nm0419830,nm1399560"
tt0092273,tt0092273,nm0482670,"nm0939147,nm0950699"
tt0075938,tt0075938,nm0000975,nm0000975
tt10838180,tt10838180,nm0905154,"nm0905154,nm3290967,nm3097752,nm0905152"
tt0480249,tt0480249,nm1349376,"nm0698873,nm0326040,nm0558577,nm0181019,nm0181020"
tt0019760,tt0019760,nm0895048,nm0895048
tt1584755,tt1584755,\N,\N
tt2190367,tt2190367,nm2207625,nm2207625
tt2333330,tt2333330,nm2105129,"nm4937639,nm0117770,nm2105129,nm0894241"
tt0397085,tt0397085,\N,nm1557591
tt0103759,tt0103759,nm0001206,"nm0526259,nm0001206"
tt0222735,tt0222735,nm0617588,nm0617588
tt0079501,tt0079501,nm0004306,"nm0565537,nm0004306,nm0447945"
tt0268126,tt0268126,nm0005069,"nm0650036,nm0442109"
tt4003440,tt4003440,nm0001885,"nm0001885,nm5008457"
tt11778118,tt11778118,nm2970236,"nm10013855,nm2970236"
tt0120082,tt0120082,nm0000127,nm0932078
tt1922777,tt1922777,nm0220600,"nm0220600,nm1803036"
tt1262416,tt1262416,nm0000127,nm0932078
tt7740496,tt7740496,nm0868219,"nm0868219,nm1965407,nm0340343"
tt6856242,tt6856242,nm0891216,"nm0891216,nm2244980,nm2092839,nm1733301"
tt11245972,tt11245972,"nm2366012,nm2419470","nm0888743,nm2361509,nm0932078"
tt1791528,tt1791528,nm0000759,"nm0000759,nm1535410"
tt11755740,tt11755740,nm2596725,"nm4047694,nm1793079,nm2140186,nm0377066,nm0001361"
tt0018246,tt0018246,nm0795528,"nm0501924,nm0795528"
tt0120907,tt0120907,nm0000343,nm0000343
tt11271038,tt11271038,nm0000759,nm0000759
tt0365376,tt0365376,nm0453518,nm0453518
tt1618434,tt1618434,nm1760830,nm0888743
tt13403046,tt13403046,nm6470216,nm2808340
tt1480656,tt1480656,nm0000343,"nm0000343,nm1680347"
tt6791886,tt6791886,nm0084502,"nm0084502,nm8798881,nm3628491"
tt13341848,tt13341848,nm1089963,"nm0863988,nm2204730,nm3249078,nm0239051"
tt5774450,tt5774450,"nm2377436,nm2379331,nm2375643","nm6233994,nm8186737"
tt5221584,tt5221584,nm2207625,nm2207625
tt1631867,tt1631867,nm0510731,"nm0003160,nm0125336,nm3890871,nm3872326"
tt0263124,tt0263124,nm1738698,"nm0093252,nm1004118"
tt4287610,tt4287610,nm6394566,\N
tt0259711,tt0259711,nm0001081,"nm0024622,nm0317834,nm0001081"
tt5727208,tt5727208,"nm1509478,nm1343394","nm2563482,nm1343394,nm1509478"
tt9243804,tt9243804,nm1108007,"nm1108007,nm13211290"
tt0293429,tt0293429,nm2585406,"nm3859643,nm1709264,nm3349927,nm0095460,nm0864880"
tt0042593,tt0042593,nm0712947,"nm0813584,nm0636002,nm0400568"
tt3952760,tt3952760,nm6682860,nm2694176
tt12141112,tt12141112,nm0813164,nm1888967
tt13560574,tt13560574,nm1488800,nm1488800
tt1877830,tt1877830,nm0716257,"nm0716257,nm0185976,nm0004170,nm0277730"
tt0409459,tt0409459,nm0811583,"nm1733301,nm0371684,nm0874844"
tt0117381,tt0117381,nm0387706,"nm0225942,nm0787399,nm0081189"
tt6806448,tt6806448,nm0500610,"nm0604555,nm1510800,nm0860155"
tt0115964,tt0115964,nm0000343,"nm0050618,nm0000343"
tt0094964,tt0094964,nm0000343,"nm0000343,nm0811138,nm0939562,nm0311316"
tt0080761,tt0080761,nm0192446,"nm0566699,nm0413826"
tt1464335,tt1464335,nm0281508,"nm1988994,nm1436466,nm0391344,nm2616125,nm4731086"
tt0037558,tt0037558,nm0000180,"nm0002021,nm0369743,nm0000180,nm0623768"
tt0054407,tt0054407,nm0065442,"nm0320510,nm0065442,nm0042159"
tt6710474,tt6710474,"nm3453283,nm3215397","nm3453283,nm3215397"
tt0064068,tt0064068,nm0559564,nm0559564
tt0053779,tt0053779,nm0000019,"nm0000019,nm0280919,nm0684083,nm0740021,nm0001596"
tt0032138,tt0032138,"nm0896542,nm0861703,nm0851537,nm0503777,nm0281808,nm0002030","nm0486538,nm0753249,nm0941138,nm0000875,nm0006085,nm0106505,nm0134284,nm0276252,nm0355095,nm0361971,nm0388755,nm0481618,nm0536941,nm0542534,nm0591774,nm0621790,nm0685265,nm0780833,nm0799015"
tt0015324,tt0015324,nm0000036,"nm0369841,nm0593477,nm0115669"
tt0202815,tt0202815,nm0932055,\N
tt0000016,tt0000016,nm0525910,\N
tt0063551,tt0063551,nm0001901,\N
tt9731534,tt9731534,nm1410159,"nm2049126,nm2431095"
tt0011541,tt0011541,"nm0166836,nm0000036","nm0166836,nm0000036"
tt3513500,tt3513500,nm1676223,"nm2287168,nm3096061"
tt0011071,tt0011071,"nm0166836,nm0000036","nm0166836,nm0000036"
tt0011656,tt0011656,"nm0166836,nm0000036","nm0000036,nm0166836"
tt0108394,tt0108394,nm0001425,"nm0001425,nm0682830,nm0002140,nm0954072,nm0005744"
tt0094982,tt0094982,nm0001425,"nm0001425,nm0682830"
tt0094984,tt0094984,nm0001425,"nm0001425,nm0682830"
tt12756398,tt12756398,nm9478963,nm9478963
tt0022100,tt0022100,nm0000485,"nm0902376,nm0000485,nm0414825"
tt11291274,tt11291274,nm3230448,"nm3230448,nm1072410"
tt0056801,tt0056801,nm0000019,"nm0000019,nm0280919,nm0684083,nm0740021"
tt0094987,tt0094987,nm0001425,"nm0682830,nm0001425"
tt0000417,tt0000417,nm0617588,"nm0617588,nm0894523,nm0920229"
tt0020530,tt0020530,nm0000320,"nm0198557,nm0000320"
tt0018455,tt0018455,nm0003638,"nm0562346,nm0837183,nm0385012,nm0129721"
tt0234315,tt0234315,\N,\N
tt9358200,tt9358200,nm0625747,\N
tt9419884,tt9419884,nm0000600,"nm5642271,nm0498278,nm0228492"
tt0029808,tt0029808,nm0000485,"nm0869999,nm0048305"
tt0052786,tt0052786,nm0958801,"nm0958801,nm0147599,nm0698782"
tt2709768,tt2709768,nm0719208,"nm0666791,nm0202425,nm0528244"
tt7144666,tt7144666,nm0220600,"nm0454872,nm0220600,nm1803036"
tt1753383,tt1753383,nm0002120,"nm1240326,nm0585243,nm0920108,nm0285379,nm0938645"
tt0303816,tt0303816,nm0744834,"nm0744834,nm0669132"
tt5113044,tt5113044,"nm0049633,nm1556070,nm3646390","nm3821363,nm0528244"
tt0098635,tt0098635,nm0001661,nm0001188
tt0091083,tt0091083,nm0002340,"nm0522454,nm0951206,nm0660016,nm0002340"
tt0057869,tt0057869,nm0000419,"nm0386900,nm0000419"
tt1095169,tt1095169,nm0559564,\N
tt14253846,tt14253846,nm0846369,"nm0846369,nm1582843"
tt0062690,tt0062690,nm0596261,"nm0524521,nm0596261"
tt0144782,tt0144782,nm0786987,nm0786987
tt8110652,tt8110652,nm0717603,"nm11972817,nm9682332"
tt0230600,tt0230600,nm0024622,nm0024622
tt12593682,tt12593682,nm0500610,"nm5599654,nm2157655"
tt0830211,tt0830211,nm0000419,nm0000419
tt0260354,tt0260354,nm0786987,nm0786987
tt0022462,tt0022462,nm0897118,nm0897118
tt0012255,tt0012255,"nm0166836,nm0000036","nm0166836,nm0000036"
tt0011508,tt0011508,"nm0166836,nm0000036","nm0000036,nm0166836"
tt3908142,tt3908142,nm0082366,nm0082366
tt0077975,tt0077975,nm0000484,"nm0000601,nm0448469,nm0588082"
tt0087363,tt0087363,nm0001102,nm0001060
tt0019968,tt0019968,"nm0000370,nm0454790",\N
tt1179904,tt1179904,nm2305431,nm2305431
tt0086320,tt0086320,nm0385349,nm0385349
tt0071222,tt0071222,nm0163706,nm0600860
tt15791034,tt15791034,nm1199107,nm1199107
tt0103893,tt0103893,nm0476900,nm0923736
tt0077402,tt0077402,nm0001681,nm0001681
tt18925334,tt18925334,nm1488800,"nm1488800,nm5301405"
tt0013442,tt0013442,nm0003638,"nm0301961,nm0831290"
tt0107120,tt0107120,nm0650905,"nm0456946,nm0308376,nm0193854"
tt0024803,tt0024803,nm0897118,nm0897118
tt0053472,tt0053472,nm0000419,"nm0000076,nm0000419,nm0001031"
tt0317051,tt0317051,nm0386706,\N
tt10403420,tt10403420,nm2093171,nm2093171
tt0021576,tt0021576,"nm0442100,nm0897118","nm0897118,nm0442100"
tt0000423,tt0000423,nm0617588,\N
tt1260944,tt1260944,nm0349785,\N
tt10954984,tt10954984,nm1443502,nm1443502
tt0158766,tt0158766,nm0107788,nm0107788
tt0144874,tt0144874,nm0786987,nm0786987
tt0335266,tt0335266,nm0001068,nm0001068
tt0272338,tt0272338,nm0000759,nm0000759
tt2018130,tt2018130,nm2093171,nm2093171
tt0887261,tt0887261,nm1410159,"nm2049126,nm2431095,nm0275286,nm0000850"
tt0481536,tt0481536,"nm1375358,nm1376383","nm1375358,nm1376383"
tt0120693,tt0120693,nm0205542,"nm0152638,nm0107366"
