imdb_id,tconst,averageRating,numVotes
tt0120735,tt0120735,8.2,581268
tt1853739,tt1853739,6.6,100557
tt2400463,tt2400463,6.6,109896
tt0071733,tt0071733,7.6,7292
tt0095467,tt0095467,8.2,23713
tt1179891,tt1179891,5.4,57425
tt0055630,tt0055630,8.2,123288
tt0082509,tt0082509,6.6,35596
tt0203119,tt0203119,7.3,61953
tt0095468,tt0095468,8.0,20500
tt0454841,tt0454841,6.4,172737
tt0042876,tt0042876,8.2,168896
tt0047478,tt0047478,8.6,345298
tt0094625,tt0094625,8.0,186832
tt1638002,tt1638002,7.1,141488
tt0169547,tt0169547,8.4,1150765
tt1477076,tt1477076,5.5,99555
tt1233227,tt1233227,6.0,113070
tt1023500,tt1023500,6.0,22260
tt1183732,tt1183732,5.9,11943
tt1132626,tt1132626,5.8,125784
tt0385705,tt0385705,6.8,30985
tt0106677,tt0106677,7.6,184768
tt0890870,tt0890870,5.9,151757
tt0070959,tt0070959,7.7,5555
tt2926810,tt2926810,5.4,8727
tt5022702,tt5022702,6.6,135528
tt0078788,tt0078788,8.5,664989
tt1640459,tt1640459,6.1,46714
tt1465522,tt1465522,7.5,181229
tt0059440,tt0059440,6.9,3467
tt0454848,tt0454848,7.6,373624
tt0456912,tt0456912,7.5,40625
tt0099763,tt0099763,7.0,37087
tt0338095,tt0338095,6.7,72968
tt0096256,tt0096256,7.2,131087
tt0450278,tt0450278,5.9,181586
tt0050976,tt0050976,8.1,185532
tt4048668,tt4048668,6.0,4342
tt0017136,tt0017136,8.3,174654
tt1636826,tt1636826,6.6,211455
tt1588170,tt1588170,7.8,131146
tt0081506,tt0081506,7.3,10634
tt1029234,tt1029234,7.0,95559
tt0363589,tt0363589,7.1,92143
tt1931533,tt1931533,7.1,258433
tt0070217,tt0070217,7.2,1706
tt0293484,tt0293484,4.1,156
tt3799694,tt3799694,7.3,327656
tt3672742,tt3672742,6.7,28377
tt4131240,tt4131240,5.7,775
tt1568346,tt1568346,7.8,463402
tt1527186,tt1527186,7.1,183662
tt1622979,tt1622979,5.9,117432
tt0091251,tt0091251,8.4,79662
tt1144884,tt1144884,5.1,107213
tt0195714,tt0195714,6.7,257193
tt0078748,tt0078748,8.5,877814
tt0075314,tt0075314,8.2,826296
tt1783732,tt1783732,6.3,38779
tt1450321,tt1450321,7.0,109861
tt1396523,tt1396523,5.3,4109
tt4034354,tt4034354,6.9,122331
tt0119116,tt0119116,7.6,473690
tt0060390,tt0060390,7.2,43696
tt0071853,tt0071853,8.2,540912
tt0819895,tt0819895,7.6,2117
tt2975578,tt2975578,6.4,153195
tt3464902,tt3464902,7.1,256255
tt4094724,tt4094724,6.0,102266
tt2119532,tt2119532,8.1,522138
tt2543164,tt2543164,7.9,690357
tt2582782,tt2582782,7.6,231333
tt4975722,tt4975722,7.4,307892
tt1305806,tt1305806,8.2,209978
tt0040746,tt0040746,7.9,144297
tt0108052,tt0108052,9.0,1346988
tt0175880,tt0175880,8.0,313171
tt0116282,tt0116282,8.1,676386
tt1827487,tt1827487,7.8,46695
tt1683526,tt1683526,7.7,86609
tt1912398,tt1912398,7.1,70394
tt2802144,tt2802144,7.7,665824
tt1398426,tt1398426,7.8,202698
tt4034228,tt4034228,7.8,281976
tt1403865,tt1403865,7.6,339658
tt0244316,tt0244316,8.1,24796
tt1019452,tt1019452,7.0,143319
tt0477348,tt0477348,8.2,966985
tt0887883,tt0887883,7.0,332960
tt0088847,tt0088847,7.8,398240
tt0382932,tt0382932,8.1,731824
tt1077258,tt1077258,7.1,211987
tt0180093,tt0180093,8.3,838529
tt0054215,tt0054215,8.5,669393
tt0209144,tt0209144,8.4,1232046
tt0399146,tt0399146,7.4,240016
tt1316540,tt1316540,7.7,17930
tt0065234,tt0065234,8.2,29082
tt0373883,tt0373883,6.0,123227
tt0120815,tt0120815,8.6,1382137
tt0105236,tt0105236,8.3,1012699
tt0211915,tt0211915,8.3,754861
tt0401792,tt0401792,8.0,768921
tt0119396,tt0119396,7.5,349833
tt1853728,tt1853728,8.4,1540487
tt1951264,tt1951264,7.5,663896
tt1951264,tt1951264,7.5,663896
tt1727770,tt1727770,5.9,43318
tt0462322,tt0462322,7.5,185248
tt0409847,tt0409847,6.0,222118
tt0056111,tt0056111,8.0,36918
tt0119167,tt0119167,7.5,75730
tt0050825,tt0050825,8.4,197502
tt0054331,tt0054331,7.9,135527
tt0057012,tt0057012,8.4,490167
tt0093058,tt0093058,8.3,740083
tt0069293,tt0069293,8.0,91687
tt0378194,tt0378194,8.0,754101
tt0062622,tt0062622,8.3,666417
tt1663202,tt1663202,8.0,799687
tt1386697,tt1386697,5.9,684181
tt0361748,tt0361748,8.3,1437079
tt1183733,tt1183733,2.1,4205
tt0185937,tt0185937,6.5,262868
tt0103873,tt0103873,7.5,98130
tt0137523,tt0137523,8.8,2104547
tt0120586,tt0120586,8.5,1117593
tt1872204,tt1872204,7.4,171
tt1288558,tt1288558,6.5,173445
tt2265171,tt2265171,7.9,123861
tt4263482,tt4263482,6.9,261966
tt4176826,tt4176826,7.0,45920
tt4853102,tt4853102,6.4,57389
tt1148204,tt1148204,7.0,230944
tt0458525,tt0458525,6.5,505548
tt0080684,tt0080684,8.7,1284511
tt0116367,tt0116367,7.2,315505
tt0133093,tt0133093,8.7,1900574
tt0099674,tt0099674,7.6,396809
tt0071562,tt0071562,9.0,1262624
tt0068646,tt0068646,9.2,1843016
tt0088846,tt0088846,7.9,201394
tt1430132,tt1430132,6.7,467329
tt0478970,tt0478970,7.3,663403
tt2184339,tt2184339,5.7,225044
tt3072482,tt3072482,6.7,96247
tt0770828,tt0770828,7.1,769326
tt0758774,tt0758774,7.0,229719
tt0317705,tt0317705,8.0,733834
tt0287978,tt0287978,5.3,220874
tt0385880,tt0385880,6.6,121721
tt0416236,tt0416236,6.5,96789
tt0106308,tt0106308,7.4,179393
tt0092991,tt0092991,7.7,165772
tt0083907,tt0083907,7.4,211075
tt0114814,tt0114814,8.5,1080486
tt0198781,tt0198781,8.1,904914
tt0073486,tt0073486,8.7,1003308
tt0844479,tt0844479,6.3,66376
tt0166924,tt0166924,7.9,355432
tt0432348,tt0432348,6.6,253899
tt0489270,tt0489270,6.2,194887
tt0387564,tt0387564,7.6,422192
tt0245429,tt0245429,8.6,757298
tt0083658,tt0083658,8.1,766484
tt1242460,tt1242460,7.5,155851
tt2113642,tt2113642,4.8,263
tt1392190,tt1392190,8.1,996450
tt1748227,tt1748227,6.1,50553
tt2375574,tt2375574,6.2,13005
tt2866360,tt2866360,7.2,128994
tt0012349,tt0012349,8.3,126754
tt0081505,tt0081505,8.4,1015681
tt0110912,tt0110912,8.9,2035482
tt0060196,tt0060196,8.8,758190
tt2488496,tt2488496,7.8,927648
tt2096673,tt2096673,8.2,709512
tt0090557,tt0090557,7.4,5378
tt1131734,tt1131734,5.4,136196
tt1499658,tt1499658,6.9,449573
tt1650043,tt1650043,6.5,32037
tt0088258,tt0088258,7.9,140272
tt2191701,tt2191701,5.3,155627
tt8075192,tt8075192,7.9,76835
tt3472226,tt3472226,8.0,59934
tt3846674,tt3846674,7.0,108258
tt4276820,tt4276820,7.2,151613
tt0116126,tt0116126,6.5,56199
tt9354842,tt9354842,6.0,39527
tt7979580,tt7979580,7.6,108033
tt0090756,tt0090756,7.7,199998
tt6111574,tt6111574,5.7,75224
tt1039960,tt1039960,7.8,7023
tt3474994,tt3474994,6.9,2774
tt0993840,tt0993840,5.7,172508
tt0947798,tt0947798,8.0,764638
tt0440803,tt0440803,7.0,45619
tt0120663,tt0120663,7.5,341352
tt2224026,tt2224026,6.6,103270
tt1798709,tt1798709,8.0,610636
tt8367814,tt8367814,7.8,336280
tt11083552,tt11083552,7.1,175915
tt0414852,tt0414852,7.1,70786
tt1517451,tt1517451,7.6,382883
tt0278488,tt0278488,6.2,58604
tt1421373,tt1421373,8.3,12248
tt2112999,tt2112999,8.3,9993
tt1981677,tt1981677,7.1,306723
tt7069210,tt7069210,6.3,114997
tt0112471,tt0112471,8.1,307694
tt0235198,tt0235198,7.1,81961
tt0381681,tt0381681,8.1,264121
tt0119488,tt0119488,8.2,582257
tt0111149,tt0111149,7.3,61908
tt0375912,tt0375912,7.3,182835
tt0119174,tt0119174,7.7,396263
tt2798920,tt2798920,6.8,326075
tt0478209,tt0478209,8.0,12183
tt1014809,tt1014809,7.0,6325
tt7954282,tt7954282,7.4,316
tt0414982,tt0414982,5.8,143612
tt0251127,tt0251127,6.4,239758
tt6566576,tt6566576,6.2,81623
tt0263757,tt0263757,6.1,39171
tt8332922,tt8332922,7.2,225828
tt12801262,tt12801262,7.4,161603
tt14544192,tt14544192,8.6,48862
tt5503686,tt5503686,6.3,100530
tt9701940,tt9701940,6.7,64430
tt9701942,tt9701942,6.6,53540
tt0250494,tt0250494,6.4,219133
tt1278449,tt1278449,7.2,9570
tt0015648,tt0015648,7.9,58115
tt0093342,tt0093342,8.1,15363
tt0061473,tt0061473,6.9,7438
tt0289879,tt0289879,7.6,489728
tt0113247,tt0113247,8.1,173837
tt0056663,tt0056663,7.9,32380
tt0104684,tt0104684,7.7,50949
tt7476810,tt7476810,6.8,1483
tt0034583,tt0034583,8.5,569954
tt0305206,tt0305206,7.4,50337
tt2409302,tt2409302,7.1,8344
tt1743724,tt1743724,6.8,5368
tt1632547,tt1632547,7.1,13278
tt0249172,tt0249172,6.0,354
tt0102511,tt0102511,6.9,52336
tt0088680,tt0088680,7.6,70087
tt0060675,tt0060675,7.4,15503
tt0280707,tt0280707,7.2,88363
tt0109424,tt0109424,8.0,82290
tt2209418,tt2209418,7.9,158728
tt11317142,tt11317142,7.1,21794
tt0254686,tt0254686,7.5,65060
tt0057358,tt0057358,8.0,25235
tt0093593,tt0093593,7.2,3484
tt6334354,tt6334354,7.2,347249
tt0387898,tt0387898,7.3,80782
tt0808279,tt0808279,6.5,98010
tt0077928,tt0077928,7.5,80571
tt7347846,tt7347846,6.0,48201
tt0097493,tt0097493,7.2,105187
tt1486834,tt1486834,6.8,78274
tt1974419,tt1974419,6.1,96299
tt0317198,tt0317198,6.0,114720
tt0251654,tt0251654,8.7,10125
tt10676012,tt10676012,6.3,26543
tt9356952,tt9356952,6.4,5710
tt8836988,tt8836988,6.5,16575
tt1116184,tt1116184,7.0,65869
tt0120737,tt0120737,8.8,1862501
tt1232207,tt1232207,7.4,42867
tt1249171,tt1249171,7.9,4783
tt1323594,tt1323594,7.6,546976
tt1792588,tt1792588,8.6,892
tt1700841,tt1700841,6.1,195313
tt1942884,tt1942884,7.6,21131
tt1979319,tt1979319,7.4,26683
tt0267913,tt0267913,5.2,114474
tt0280653,tt0280653,7.2,14362
tt2660332,tt2660332,6.6,1179
tt3097204,tt3097204,6.4,44440
tt3316948,tt3316948,6.1,92196
tt3235888,tt3235888,6.8,243156
tt3416742,tt3416742,7.6,184692
tt3521164,tt3521164,7.6,334731
tt0419434,tt0419434,7.3,3477
tt0441773,tt0441773,7.6,469197
tt4669296,tt4669296,6.6,16324
tt4530422,tt4530422,6.6,99791
tt5848272,tt5848272,7.0,161410
tt0062711,tt0062711,5.8,35305
tt7131622,tt7131622,7.6,727830
tt0076759,tt0076759,8.6,1357149
tt0762125,tt0762125,6.0,55693
tt0808510,tt0808510,5.0,46918
tt0094357,tt0094357,7.2,10503
tt9495224,tt9495224,7.1,127112
tt1661199,tt1661199,6.9,177982
tt0356470,tt0356470,5.9,88403
tt3811906,tt3811906,6.2,90227
tt0071877,tt0071877,7.3,62882
tt4178092,tt4178092,7.0,158778
tt6264654,tt6264654,7.1,365545
tt2704998,tt2704998,6.9,235255
tt5168192,tt5168192,7.8,60414
tt0062352,tt0062352,7.3,3250
tt8150814,tt8150814,4.8,16645
tt0814335,tt0814335,5.5,35446
tt0425458,tt0425458,7.4,12710
tt5109784,tt5109784,6.6,226550
tt0458352,tt0458352,6.9,419724
tt0056058,tt0056058,8.6,57095
tt10050782,tt10050782,7.1,1388
tt1160419,tt1160419,8.0,623030
tt0094862,tt0094862,6.6,104387
tt2101441,tt2101441,5.3,143028
tt0101272,tt0101272,6.9,157706
tt0082495,tt0082495,6.5,93140
tt0107653,tt0107653,7.7,39920
tt0357413,tt0357413,7.1,357914
tt1255953,tt1255953,8.3,177605
tt2870612,tt2870612,6.2,95485
tt4443658,tt4443658,6.5,38943
tt10944760,tt10944760,6.6,45467
tt15763012,tt15763012,5.6,472
tt2382320,tt2382320,7.3,394957
tt2170439,tt2170439,6.3,173729
tt9639470,tt9639470,7.1,134691
tt0113118,tt0113118,7.2,114587
tt0067429,tt0067429,7.4,4065
tt0765432,tt0765432,7.3,38319
tt0139134,tt0139134,6.8,193072
tt0947802,tt0947802,6.2,52950
tt6738136,tt6738136,6.4,43976
tt1638355,tt1638355,7.2,308408
tt0210070,tt0210070,6.8,48136
tt2250912,tt2250912,7.4,652581
tt6320628,tt6320628,7.4,488132
tt0088286,tt0088286,7.2,67765
tt10872600,tt10872600,8.3,741760
tt8579674,tt8579674,8.2,581661
tt0117715,tt0117715,7.3,3494
tt0082783,tt0082783,7.7,22072
tt2852400,tt2852400,7.1,11916
tt1540133,tt1540133,7.3,88492
tt0373469,tt0373469,7.5,227710
tt8191502,tt8191502,7.4,2575
tt0290673,tt0290673,7.3,135764
tt0157016,tt0157016,7.3,23923
tt0043014,tt0043014,8.4,221993
tt0159097,tt0159097,7.2,156081
tt8258074,tt8258074,7.4,9186
tt3824458,tt3824458,7.1,32672
tt0077711,tt0077711,8.1,34685
tt0095675,tt0095675,7.5,42149
tt0053604,tt0053604,8.3,181768
tt16077670,tt16077670,8.1,79
tt10160896,tt10160896,3.9,293
tt3462180,tt3462180,6.9,471
tt0097564,tt0097564,8.5,6101
tt0209172,tt0209172,6.7,265
tt0271383,tt0271383,8.6,14764
tt0271383,tt0271383,8.6,14764
tt0056119,tt0056119,8.2,34063
tt0091759,tt0091759,7.6,3348
tt0065043,tt0065043,7.2,1429
tt0120669,tt0120669,7.5,283280
tt0044741,tt0044741,8.3,78767
tt0423866,tt0423866,7.9,55499
tt2287665,tt2287665,5.5,7
tt7799912,tt7799912,6.0,85
tt14957270,tt14957270,6.1,3813
tt0092273,tt0092273,6.6,1394
tt0075938,tt0075938,7.1,4134
tt10838180,tt10838180,5.7,247136
tt0480249,tt0480249,7.2,756215
tt0019760,tt0019760,8.4,25331
tt1584755,tt1584755,7.9,19
tt2190367,tt2190367,7.1,8226
tt2333330,tt2333330,6.0,26
tt0397085,tt0397085,7.9,477
tt0103759,tt0103759,7.0,43739
tt0222735,tt0222735,5.3,1379
tt0079501,tt0079501,6.8,208404
tt0268126,tt0268126,7.7,193385
tt4003440,tt4003440,6.8,77267
tt11778118,tt11778118,6.5,5875
tt0120082,tt0120082,6.3,185076
tt1922777,tt1922777,6.8,254207
tt1262416,tt1262416,6.2,150747
tt7740496,tt7740496,7.0,141323
tt6856242,tt6856242,6.3,144741
tt11245972,tt11245972,6.3,110209
tt1791528,tt1791528,6.6,105189
tt11755740,tt11755740,4.8,52809
tt0018246,tt0018246,6.4,327
tt0120907,tt0120907,6.8,101324
tt11271038,tt11271038,7.2,111182
tt0365376,tt0365376,7.1,63099
tt1618434,tt1618434,6.0,128583
tt13403046,tt13403046,6.7,52861
tt1480656,tt1480656,5.1,48044
tt6791886,tt6791886,5.3,1944
tt13341848,tt13341848,6.8,1043
tt5774450,tt5774450,6.7,41619
tt5221584,tt5221584,7.4,19971
tt1631867,tt1631867,7.9,676011
tt0263124,tt0263124,7.7,5743
tt4287610,tt4287610,6.3,656
tt0259711,tt0259711,6.9,268233
tt5727208,tt5727208,7.4,280608
tt9243804,tt9243804,6.6,99947
tt0293429,tt0293429,6.1,172824
tt0042593,tt0042593,7.9,32017
tt3952760,tt3952760,7.0,89
tt12141112,tt12141112,6.7,27222
tt13560574,tt13560574,6.6,83896
tt1877830,tt1877830,7.9,618335
tt0409459,tt0409459,7.6,551700
tt0117381,tt0117381,7.7,217970
tt6806448,tt6806448,6.5,212706
tt0115964,tt0115964,6.4,60994
tt0094964,tt0094964,7.2,48081
tt0080761,tt0080761,6.4,141428
tt1464335,tt1464335,6.3,198174
tt0037558,tt0037558,8.0,40517
tt0054407,tt0054407,8.5,18379
tt6710474,tt6710474,8.1,233422
tt0064068,tt0064068,7.8,6349
tt0053779,tt0053779,8.0,73662
tt0032138,tt0032138,8.1,399259
tt0015324,tt0015324,8.2,50362
tt0202815,tt0202815,6.9,1874
tt0000016,tt0000016,5.9,1452
tt0063551,tt0063551,6.4,1006
tt9731534,tt9731534,6.5,53233
tt0011541,tt0011541,8.1,8245
tt3513500,tt3513500,7.0,39435
tt0011071,tt0011071,7.1,3195
tt0011656,tt0011656,7.8,4262
tt0108394,tt0108394,7.9,102603
tt0094982,tt0094982,8.5,7003
tt0094984,tt0094984,7.8,5243
tt12756398,tt12756398,8.9,11
tt0022100,tt0022100,8.3,158260
tt11291274,tt11291274,7.0,80291
tt0056801,tt0056801,8.0,118391
tt0094987,tt0094987,8.5,4507
tt0094987,tt0094987,8.5,4507
tt0000417,tt0000417,8.2,50214
tt0020530,tt0020530,7.7,50442
tt0018455,tt0018455,8.1,51303
tt0234315,tt0234315,5.9,334
tt9358200,tt9358200,7.4,3246
tt9419884,tt9419884,6.9,401703
tt0029808,tt0029808,7.3,6969
tt0052786,tt0052786,7.4,1616
tt2709768,tt2709768,6.5,202948
tt7144666,tt7144666,6.9,129956
tt1753383,tt1753383,7.2,72963
tt0303816,tt0303816,5.6,79240
tt5113044,tt5113044,6.6,60326
tt0098635,tt0098635,7.7,221040
tt0091083,tt0091083,6.6,26842
tt0057869,tt0057869,7.6,25379
tt1095169,tt1095169,6.4,477
tt14253846,tt14253846,6.6,14902
tt0062690,tt0062690,5.9,1190
tt0144782,tt0144782,7.3,1454
tt8110652,tt8110652,6.3,27228
tt0230600,tt0230600,7.6,367840
tt12593682,tt12593682,7.3,168781
tt0830211,tt0830211,7.2,942
tt0260354,tt0260354,6.6,197
tt0022462,tt0022462,6.7,2350
tt0012255,tt0012255,6.9,3192
tt0011508,tt0011508,7.6,4246
tt3908142,tt3908142,6.2,16792
tt0077975,tt0077975,7.4,121804
tt0087363,tt0087363,7.3,225048
tt0019968,tt0019968,7.0,1293
tt1179904,tt1179904,6.3,241193
tt0086320,tt0086320,6.2,33599
tt0071222,tt0071222,7.1,41398
tt15791034,tt15791034,7.1,68749
tt0103893,tt0103893,5.6,45564
tt0077402,tt0077402,7.8,121772
tt18925334,tt18925334,7.1,21089
tt0013442,tt0013442,7.9,98212
tt0107120,tt0107120,6.9,142156
tt0024803,tt0024803,7.2,8789
tt4281724,tt4281724,5.6,29768
tt0053472,tt0053472,7.7,82329
tt0317051,tt0317051,7.9,177
tt10403420,tt10403420,6.4,15681
tt0021576,tt0021576,7.4,4311
tt0000423,tt0000423,5.5,231
tt1260944,tt1260944,6.6,742
tt10954984,tt10954984,6.9,151917
tt0158766,tt0158766,6.8,480
tt0144874,tt0144874,7.1,141
tt0335266,tt0335266,7.7,454631
tt0272338,tt0272338,7.3,165842
tt2018130,tt2018130,6.8,1506
tt0887261,tt0887261,6.0,30551
tt1041753,tt1041753,5.4,1949
tt0120693,tt0120693,6.6,64240
tt0058946,tt0058946,8.1,60549
tt0470752,tt0470752,7.7,543920
tt0069762,tt0069762,7.7,73525
tt2076220,tt2076220,7.0,46585
tt0428671,tt0428671,7.2,213
tt0101507,tt0101507,7.8,141516
tt0147612,tt0147612,7.7,70760
tt0892255,tt0892255,7.2,46471
tt0058898,tt0058898,7.0,25665
tt0108399,tt0108399,7.9,227543
tt0084315,tt0084315,7.3,5608
tt0075404,tt0075404,8.2,8840
tt0228845,tt0228845,4.5,12
tt0069467,tt0069467,8.0,34472
tt0114690,tt0114690,7.0,3612
tt0074462,tt0074462,8.2,3206
tt0073341,tt0073341,7.8,49396
tt0087884,tt0087884,8.1,106690
tt0422015,tt0422015,7.3,8090
tt0068182,tt0068182,7.8,57656
tt0064482,tt0064482,7.4,1805
tt0068346,tt0068346,7.6,2086
tt0077405,tt0077405,7.8,58624
tt0082979,tt0082979,7.3,23164
tt0317990,tt0317990,6.8,39
tt1588895,tt1588895,6.7,16068
tt0053114,tt0053114,8.5,8291
tt0070666,tt0070666,7.7,123920
tt0084855,tt0084855,7.7,40909
tt0068619,tt0068619,6.2,2244
tt1832406,tt1832406,8.7,91
tt8359816,tt8359816,7.6,22770
tt0114671,tt0114671,7.5,11410
tt0118798,tt0118798,6.8,26435
tt0099531,tt0099531,6.7,128
tt0173024,tt0173024,7.3,1172
tt1121977,tt1121977,7.2,12327
tt0206634,tt0206634,7.9,500565
tt0116922,tt0116922,7.6,143150
tt0460829,tt0460829,6.8,58094
tt0067866,tt0067866,7.2,29604
tt0098253,tt0098253,7.5,21634
tt0109508,tt0109508,8.0,20531
tt0078841,tt0078841,8.0,73069
tt0094336,tt0094336,7.6,44410
tt0058625,tt0058625,8.5,20394
tt0435625,tt0435625,7.2,226392
tt0075467,tt0075467,8.6,4819
tt0097108,tt0097108,7.5,38544
tt0082933,tt0082933,7.3,32930
tt0156794,tt0156794,7.9,12992
tt0063278,tt0063278,7.9,5435
tt0077416,tt0077416,8.1,339334
tt1210166,tt1210166,7.6,422973
tt0052893,tt0052893,7.9,32623
tt0036775,tt0036775,8.3,157635
tt0067885,tt0067885,7.3,2295
tt0089603,tt0089603,7.9,11744
tt0071970,tt0071970,7.1,19337
tt0071360,tt0071360,7.8,112603
tt3460252,tt3460252,7.8,596984
tt2382009,tt2382009,6.6,93100
tt0046912,tt0046912,8.2,176295
tt0072417,tt0072417,8.1,25508
tt0053168,tt0053168,7.6,22940
tt0060138,tt0060138,7.8,20536
tt0048473,tt0048473,8.3,33267
tt0059936,tt0059936,7.5,1849
tt0035446,tt0035446,8.2,37717
tt0095765,tt0095765,8.5,260673
tt0194426,tt0194426,7.6,1044
tt0058604,tt0058604,8.2,9650
tt0052561,tt0052561,8.0,66812
tt0056322,tt0056322,8.3,3411
tt0071411,tt0071411,8.2,29972
tt0116378,tt0116378,6.6,8923
tt0084628,tt0084628,7.8,11123
tt0106519,tt0106519,7.9,219044
tt0443453,tt0443453,7.3,409728
tt1149362,tt1149362,7.8,74040
tt0383028,tt0383028,7.5,92283
tt6491178,tt6491178,6.9,46887
tt13453006,tt13453006,7.2,23662
tt0189814,tt0189814,7.6,579
tt0092563,tt0092563,7.2,89265
tt7984734,tt7984734,7.4,216004
tt0088041,tt0088041,7.3,542
tt0064040,tt0064040,8.1,23853
tt0090163,tt0090163,8.0,16062
tt0074958,tt0074958,8.1,160060
tt0072684,tt0072684,8.1,168225
tt0057565,tt0057565,8.4,45167
tt2125608,tt2125608,8.2,68738
tt0078908,tt0078908,6.8,30992
tt0073705,tt0073705,6.4,21526
tt0053198,tt0053198,8.1,118354
tt0086984,tt0086984,6.8,34154
tt0051201,tt0051201,8.4,125646
tt0113834,tt0113834,7.3,581
tt0066993,tt0066993,7.8,16494
tt0050783,tt0050783,8.1,49326
tt0036868,tt0036868,8.1,64933
tt0012224,tt0012224,7.7,4410
tt0076042,tt0076042,7.9,1048
tt0122770,tt0122770,7.8,1690
tt0249241,tt0249241,8.0,14381
tt0111341,tt0111341,8.3,11255
tt0083199,tt0083199,7.4,909
tt10746342,tt10746342,8.3,1767
tt0399295,tt0399295,7.6,318215
tt11003218,tt11003218,6.9,73858
tt6998518,tt6998518,6.5,79809
tt0201450,tt0201450,7.0,329
tt0049406,tt0049406,8.0,90367
tt0049902,tt0049902,8.3,22538
tt0178585,tt0178585,7.6,362
tt0165798,tt0165798,7.5,91747
tt8015444,tt8015444,6.7,3505
tt0056732,tt0056732,8.0,33466
tt15339456,tt15339456,7.9,6552
tt2914690,tt2914690,7.8,234
tt0060666,tt0060666,1.6,36490
tt0169858,tt0169858,8.0,55179
tt0430651,tt0430651,7.5,9841
tt0439533,tt0439533,7.1,4109
tt0256009,tt0256009,7.4,66865
tt0065173,tt0065173,5.9,639
tt0069398,tt0069398,6.5,3655
tt0051378,tt0051378,7.9,26051
tt0086979,tt0086979,7.6,97368
tt0062229,tt0062229,8.0,52006
tt0057058,tt0057058,7.9,9628
tt13537218,tt13537218,6.2,6
tt0196749,tt0196749,6.3,133
tt0259944,tt0259944,6.6,198
tt0129332,tt0129332,6.9,40316
tt3064338,tt3064338,6.1,5569
tt0024844,tt0024844,7.8,16178
tt0214965,tt0214965,6.8,142
tt15301048,tt15301048,7.9,7039
tt0841046,tt0841046,6.8,73842
tt0077914,tt0077914,7.0,11342
tt0034587,tt0034587,7.2,23473
tt0039689,tt0039689,8.0,37719
tt0041959,tt0041959,8.1,172093
tt0052311,tt0052311,8.0,104975
tt0054632,tt0054632,7.7,23114
tt0069281,tt0069281,8.0,47991
tt0075824,tt0075824,7.8,23053
tt0072962,tt0072962,7.7,17076
tt0216625,tt0216625,7.1,14001
tt0047296,tt0047296,8.1,155578
tt0181996,tt0181996,6.9,74
tt0132998,tt0132998,7.4,167
tt0247745,tt0247745,7.0,105882
tt0057654,tt0057654,7.5,2678
tt0048572,tt0048572,7.5,750
tt0050919,tt0050919,7.7,454
tt0279493,tt0279493,5.9,35155
